id,country,description,designation,points,price,province,region_1,region_2,variety,winery
282,France,"From a parcel of 25-year-old vines, this is a concentrated, firm wine that needs to age. It has good potential with its tight, steely character and smoky edge. The fruitiness comes from the organic and biodynamic grapes that give richness as well as a final fresh, crisp aftertaste. Drink from 2017.",Le Clos de Bannon,90,30,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Fouassier
283,France,"The name of the wine (land of the angels) is inspired by the fact that monks first planted the slope. More prosaically, it is a delightful wine, fresh and crisp with tight acidity that promises to soften to bring out the citrus and ripe pear flavors. Drink from 2017.",La Terre des Anges,90,26,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Laporte
284,France,"Ripe and creamy, this has rich pear and apple fruits lightly cut by more lemon flavors. The wine is fruity, textured with minerality and still young. Drink from 2017.",L'Arret Buffatte,90,50,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Domaine Tinel-Blondelet
285,France,"Produced from organic and biodynamic grapes, this wine is tangy and crisp, a perfect model for white Sancerre. With its bright apple and ripe pear flavors, it's bursting with fruit and lifted by acidity that has just the right intensity. Drink now.",,90,,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Vacheron
286,France,"Named after CÈsar the sculptor and not Caesar the Roman emperor, the wine has a strongly herbal character that seems to come from the superripe fruit as well as the landscape around Monte Sainte-Victoire. It is certainly rich, although the acidity balances out the spice and pepper character. Drink now.",CÈsar ‡† Sumeire,92,45,Provence,CÙtes de Provence Sainte-Victoire,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau Coussin
287,France,"The Audibert family estate, close to beautiful Aix-en-Provence, is now run organically. The wine, rich and with delicious ripe fruits, is full in the mouth, packed with red-berry flavors that are cut with red currants and lemon zest. It is a very fine wine, ready now.",,92,20,Provence,Coteaux d'Aix-en-Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau de Calavon
288,France,"This is a rich wine, packed with red-berry fruits. Despite its density and ripe fruits, it has a fine streak of acidity that keeps it lively and crisp. It comes from vines close to the Mediterranean, resulting a slightly salty character as well as the warm feel to this food-friendly wine. Drink from late 2017.",Instinct Parcellaire,92,26,Provence,CÙtes de Provence La Londe,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau des Bormettes
289,France,"From a small 19-acre estate, this is a fruity and juicy blend of Braucol and the still rare Prunelard. It has a tannic stalky edge that suggests the wine can still develop. This serious concentrated wine was made in egg-shaped cement tanks and is from organic grapes. Drink from 2019.",L'Enclos Rouge,92,28,Southwest France,Gaillac,Occitanie,Red Blend,L'Enclos des Braves
290,France,"This is a soft wine that has plenty of red-berry fruits, bright acidity and a light fruity texture. It is dry although the softness gives it an apparent sweetness. Drink now.",La Galope,84,12,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,RosÈ,Domaine de l'HerrÈ
291,France,"A blend of grapes mainly from the Beaujolais region, this is soft, with cherry fruit and bright acidity. It has an attractive, easy character that makes it ready to drink now.",,84,12,Burgundy,Coteaux Bourguignons,Bourgogne_Franche_Comte,Pinot Noir-Gamay,Pierre Gruber
292,France,"A light, almost thin wine, this hints at green fruit, white stone fruits and mineral texture. Drink now for its fruitiness and crisp aftertaste.",,84,19,Burgundy,Bourgogne,Bourgogne_Franche_Comte,Chardonnay,Pierre Gruber
293,France,This is a soft rosÈ with ripe strawberry fruits and light acidity. A Bordeaux-style blend of the two Cabernets and a dominance of Merlot has produced a caramel and fruit-flavored wine that is ready to drink.,La Fleur Lily,84,12,Southwest France,Bergerac RosÈ,Nouvelle_Aquitaine,RosÈ,Domaine de Grange Neuve
294,France,"This soft fruity wine has a candied character. It is light, crisp and ready to drink. Produced from Malbec, it just hints at the tannins natural to the grape, preferring fruitiness and acidity. Drink now.",Gouleyant Malbec,84,11,Southwest France,CÙtes du Lot,Occitanie,RosÈ,Georges Vigouroux
295,France,"This light-colored wine is attractively perfumed but with a grassy edge that suggests the fruit was underripe. Built for the short term, it will be ready from late 2017.",,84,19,Burgundy,Bourgogne,Bourgogne_Franche_Comte,Pinot Noir,Pierre Gruber
296,France,"Hugely ripe, this is a dense and potentially intense wine. Its high alcohol brings out a disturbing pepper character that spoils the purity of the rich fruits and mineral texture. It shows the heat of the volcanic soil of Ragen de Thann Grand Cru in its rich fruits and ripe structure. It does need aging, so drink from 2017.",Rangen de Thann Grand Cru Clos Saint-ThÈobald,91,53,Alsace,Alsace,Grand_Est,Riesling,Domaine Schoffit
297,France,"This is ripe and smooth, with a generous creamy texture. Spice and apple combine to give a tangy edge that will soften and integrate as the wine ages. It's full of potential. Drink from 2017.",Winzenberg Grand Cru,91,17,Alsace,Alsace,Grand_Est,Riesling,Hubert Meyer
298,France,"This is an impressive, big and broad wine. It's full of dusty tannins and ripe, rich black fruits. Solid with spice from the wood aging, it is concentrated and holds fine aging potential. The Cabernet Sauvignon in the blend gives the firm structure that will allow it to develop well. Drink from 2017.",,91,19,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Pey de Pont
299,France,"A Castillon ridge mix of 95% Merlot and 5% Cabernet Franc, this perfumed wine has new wood and mint flavors that balance with the black fruits and tannins. It's ripe, with fresh acidity as well as structure. There's just 8,500 bottles from 7.5 acres. This will age well, so drink from 2017. Owner Nicolas Thienpont purchased the vineyard in 2011.",,91,,Bordeaux,Castillon CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau AlcÈe
300,France,"Attractively perfumed, this Verdier family wine comes from Merlot/Cabernet Sauvignon vineyards in their first certified French organic vintage. The wine is a smooth and polished. New wood flavors show strongly, after 16 months in barrel, alongside the ripe tannins and black plum fruits. It has rich potential and a strong presence. Drink from 2017.",CuvÈe Prestige,91,35,Bordeaux,Cadillac CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Brethous
301,France,"From 7.5 acres of Merlot and Cabernet Sauvignon, this is a rich wine, very perfumed and with layers of ripe fruit. It is lightly structured, full of red berries with a firm tannic character in the background. Under winemaker Olivier Dauga, the wine needs to age but has all the fruit potential there. Drink from 2018.",Orbite de Cantinot,91,50,Bordeaux,Blaye CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Cantinot
302,France,"This is fruity and juicy with good acidity and fresh berry fruits. The 90% Merlot and 10% Cabernet Sauvignon blend has the right amount of tannic character, showing structure that brings out ripe red fruits and indicates good potential. Drink from 2017.",Tradition,91,16,Bordeaux,Blaye CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Clairac
303,France,"The wine has serious tannins and firm fruit that give an austere character at this stage. But it will develop and round out into a rich wine with ripe black fruits, always with a solid tannic structure. Owner Juliette BÈcot manages the technical side here with consultant Jean-Philippe Fort from the Michel Rolland lab, and manages marketing at classed-growth Ch‚teau BeausÈjour-BÈcot in nearby Saint-…milion.",,91,15,Bordeaux,Castillon CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Joanin BÈcot
304,France,"Big and juicy, this is an attractive blend of 70% Merlot, 20% Cabernet Sauvignon and 10% Malbec with a promising future. It has ripe berry fruits, touches of spice and ginger. The tannins are firm, dusty and dry while allowing plenty of room for the fruit. It will develop well; drink from 2018.",Tradition,91,16,Bordeaux,Blaye CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau la Croix Saint-Pierre
305,France,"One of the many chateaus with vines on the wide valley floor of the Dordogne, this estate has made a lightly extracted wine that has chocolate as well as blackberry stalkiness. There's freshness as well, with fruit acidity that cuts through the mineral texture. Drink from 2018.",,87,25,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau la Chapelle Despagnet
306,France,"Fruity, soft and ripe, this is almost ready to drink. Attractive berry fruits are touched by a smoky character from the wood aging. Balancing Cabernet Sauvignon and Merlot equally, the wine has ripe tannins and a gentle, juicy aftertaste. Drink from 2016.",,87,14,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau la Roque de By
307,France,"This smoky wine has firm tannins and a tough core. The juicy fruit is taking its time to develop, although it will give the wine density and ripe berries in time. The vineyard, created in the early 1980s is now at peak maturity. Drink from 2017.",,87,18,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Lacombe Noaillac
308,France,"This wine is smooth and ripe, with soft tannins that are already so well integrated. The texture is dense, full of blackberry fruits, full in the mouth and with a velvet final texture. Drink from 2017.",,87,,Bordeaux,Pomerol,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Lafleur-Gazin
309,France,"Fifty-year-old vines are the backbone to this firm wine. Mint and smoky wood-aging flavors give a dry, dense character. Underneath the Cabernet tannins and black currant fruit are developing well. This is a wine for the medium-term, drink from 2017.",,87,28,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau le Reysse
310,France,"A rich, perfumed and juicy wine, it is full of fruit and also solidly structured. Coming into balance, it still needs some more time. Give this full-bodied, dense wine until 2017.",,90,,Bordeaux,Moulis-en-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Anthonic
311,France,"A dark and brooding wine, it's very much a Malbec that needs to age. Solid tannins, berry fruits and concentrated structure all promise a serious wine that needs time to mature. Drink from 2017.",CuvÈe Prestige,90,44,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau de CÈnac
312,France,"This impressive wood-aged wine has weight, rich black and red berry flavors and a smooth, unctuous texture. With its concentration, ripeness, acidity and tannins, it could age through 2016.",La RÈserve du Ch‚teau,90,30,Beaujolais,Brouilly,Bourgogne_Franche_Comte,Gamay,Ch‚teau de Pierreux
313,France,"This wine starts off a bit tarry or rubbery, but with airing that dissipates to reveal a dry, savory, complex rosÈ. It's a blend of Syrah, Grenache and MourvËdre that builds in layers of texture from chalky to silky on the finish.",CuvÈe Gladiateur,88,,RhÙne Valley,CostiËres de NÓmes,Occitanie,RosÈ,Domaine du Vistre
314,France,"Pure NÈgrette produces a smooth, black cherry and red berry-flavored wine. Light hints of wood from aging in big barrels have helped to give the wine a rich and spicy character. This is further enhanced by black-fruit acidity that adds a fresh streak to this warm, ripe wine. Drink now.",La Folle Noire d'Ambat,88,19,Southwest France,Fronton,Occitanie,Negrette,Le Roc
315,France,"With vines in the northeast of the Gers region, this winery produces impressively ripe red wines. This wood-aged and spicy wine is still young and needs time to integrate the wood with the red berry fruits. It does have weight and potential richness, so give it until 2016.",La Croix d'Arton,88,12,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Red Blend,Domaine d'Arton
316,France,"A soft and rounded wine, it's ripe, full in the mouth and warm in character. A steely edge merges with the ripe apple and pear flavors to give a wine that's rich and ready to drink.",Les Montachins,88,23,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Gitton PËre et Fils
317,France,"Very dry, with a firm mineral content, this rosÈ really needs food. Fresh red currant and raspberry fruitiness are surrounded by tannins and tight acidity. Drink by 2015.",Les Baronnes,88,25,Loire Valley,Sancerre,Centre_Val_de_Loire,RosÈ,Henri Bourgeois
318,France,"This is a firmly wood-aged wine, full of spice and burnt toast flavors. They leave little room for the berry fruits at the moment. It is structured, a statement wine with its heavy bottle, and needing time to round out. Drink from 2016.",Marie de Beauregard,88,,Loire Valley,Chinon,Centre_Val_de_Loire,Cabernet Franc,Saget la PerriËre
319,France,"This rich wine has both open, ripe black fruits and the freshness of the vintage. On top, there is an extra layer of color and exuberance. It includes some Petit Verdot, rare in Saint-…milion.",,88,,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau de Fonbel
320,France,"This wine is already soft, warm and attractive. With blackberry fruit, ripe tannins and a crisp acidity at the end, it shows a generous nature. Drink from 2015.",,88,15,Bordeaux,CÙtes de Bourg,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Fleur de Plaisance
321,France,"Firm and dry, it's packed with as much tannin as fruit. It has a dark, structured character that's shot through with mint and black currant flavors. The aftertaste is dense and solid. Drink from 2017.",,88,22,Bordeaux,Blaye CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Gauthier
322,France,"This super-rich wine is dominated by ripe Merlot that is given structure by leaner Cabernet Sauvignon. The wine is ripe, full of black plum flavors and dark tannins. Touches of licorice and wood aging flavors give a bitter edge to this powerful wine. Drink from 2015.",,88,35,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Haut Canteloup
323,France,"Fruity and attractive now, it features touches of lime, spicy underlay and tight crispness. It's ready to drink, very fresh and fragrant.",,88,15,Bordeaux,Bordeaux Blanc,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Thieuley
324,France,"This is steely, crisp and mineral. It is brightly lit by acidity and juicy green fruits, plums and limes. Over all the fruitiness, a tight structure gives a cool aftertaste.",,87,20,Loire Valley,Quincy,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Roux
325,France,"The softest hint of apricot can be discerned on the nose. The palate reinforces this flavor with more soft stone fruit and just a touch of off-dry sweetness. The result is a very expressive, gently but deeply fruited, slender palate that will sing with spicy Asian dishes or soft cheeses. It offers wonderfully lasting flavor.",Vieilles Vignes,90,22,Alsace,Alsace,Grand_Est,Auxerrois,Paul Blanck
326,France,"Very pure notes of cherry and strawberry pervade this wine. They are perfumed with a slight conifer scent that spells freshness and lifted ease. The palate has an unforced, elegant concentration. This is charming and fresh, with convincing depth, purity and a lasting, fresh finish.",Signature,90,25,Alsace,Alsace,Grand_Est,Pinot Noir,RenÈ MurÈ
327,France,"This wine is well poised between structure and fresh red fruits. A dark side of firm tannins gives a dry core to the wine, while the bright red-berry fruit is perfumed and fresh. The two elements are integrating well. Drink from 2019.",Grandes Vignes,90,,Burgundy,Marsannay,Bourgogne_Franche_Comte,Pinot Noir,Domaine Bart
328,France,"A perfumed village wine, this is made from four different parcels. The wine offers an attractive touch of tannin and spice to go with the forward red fruits. It should develop relatively quickly, and will be ready to drink from 2018.",,90,,Burgundy,Beaune,Bourgogne_Franche_Comte,Pinot Noir,Domaine des Croix
329,France,"The nose has the rich fruity tones of apple and plum peel. The palate is wonderfully clean and fresh, with a slight phenolic frame which lends both structure and texture. There is slight pepper spice, too, and a whole host of red, ripe apples.",,90,23,Alsace,Alsace,Grand_Est,Pinot Blanc,Domaine Pfister
330,France,"From a small parcel of 19th-century vines planted on the hill of Saint-Mont, this is a finely structured rich wine. It has dark tannins and dense black fruits that are balanced by acidity. Rich, spicy and full, it still has tannins that will begin to soften shortly. Drink from 2018 until 2024.",La Madeleine de Saint-Mont,92,99,Southwest France,Saint-Mont,Occitanie,Red Blend,Producteurs Plaimont
331,France,"Produced only in top years, this rich wine is impressive. It has great fruit, ripe strawberries and red currants bringing juicy fruitiness. There is also a more serious mineral texture that comes with tangy acidity. Age this wine for a few more months and drink from the end of 2017.",Les Puechs,92,17,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau la Vivonne
332,France,"This blend of Grenache and Cinsault comes from the small cru area of La Londe. Produced from organic grapes, it is pale in color, although rich in texture and with touches of white peach and strawberry. With its pepper and tangy texture it is a style of rosÈ that could well age. Drink from 2018.",LÈoube la Londe,92,48,Provence,CÙtes de Provence La Londe,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau LÈoube
333,France,"This is a single-parcel wine from old vines (which date back to the 1970s). Aged in wood, this very fine wine shows sophisticated tannins, complex spice, black-plum fruits and a judicious shot of acidity. It is a fine wine, still young and showing a good potential for aging. Drink from 2019.",La Lande Cavagnac,92,,Southwest France,Cahors,Occitanie,Malbec,Domaine de Cause
334,France,"Pale in color, this ripe wine is beautifully balanced. It does have rich fruit, raspberries and wild strawberries. It also has a fine texture with plenty of acidity as well as a touch of pepper. The wine could age a further few months, so drink at the end of 2017.",Ch‚teau de Selle,92,52,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Domaines Ott
335,France,"This almost white rosÈ is produced from selected parcels of the estate. Citrus and pepper dominate, supported by ripe red fruits and delicate acidity. It is a beautiful wine, elegant and with a fine balance between the fruit and the crisp texture. Drink now.",Confidentielle,92,34,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,FiguiËre
336,France,"The blend of old-vine Cinsault with MourvËdre has produced a dense wonderfully perfumed wine. Rich in tannins, it also shows great black fruits and equally great concentration. This is a powerful wine that will be ready from 2018.",,92,38,Provence,Bandol,Provence_Alpes_Cotes_d_Azur,Provence red blend,Hecht & Bannier
337,France,This is a new wine designed to be a ‚Äúgrown-up rosÈ‚Äù from the Cronk family who moved from London to Provence in 2009. It is a ripe fruity and rich blend of Grenache and Syrah. Weight as well as contrasting acidity give a structured character that balances well with the intense fruitiness. Drink the wine from late 2017.,Etoile,92,35,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Mirabeau
338,France,"Rich and warm, this is a big, ripe wine. Toasted marshmallow notes frame honeyed pineapple, while hints of singed fruit and mocha linger on the finish. Drink now.",,89,39,RhÙne Valley,Ch‚teauneuf-du-Pape,Nouvelle_Aquitaine,RhÙne-style White Blend,Lavau
339,France,"This is an attractively herbal rendering of CÙtes du RhÙne Villages, offering hints of flowering thyme, sage and rosemary that are rounded out by flavors of just-ripe cherries. It's a medium-bodied wine, with a long on the finish.",Domaine des Santonilles,89,16,RhÙne Valley,CÙtes du RhÙne Villages,Auvergne_Rhone_Alpes,RhÙne-style Red Blend,Domaine Saint-Nabor
340,France,"With grapes from 40-year-old vines, this is a dense and concentrated wine. Yellow fruit as well as crisper citrus flavors give a balance between richness and freshness. It has high alcohol that shows in the light pepper edge although this doesn't detract from the fruitiness of the aftertaste. Drink from 2017.",Les Bernadats,89,25,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Domaine CÈdrick Bardin
341,France,"This dense and dark wine offers spice and toast flavors. It has a big, generous feel, leaving room both for the dry, still-young tannins and for aromatic blackberry fruits. It does need to age, so drink from 2017.",Tradition,90,16,Southwest France,Cahors,Occitanie,Malbec-Merlot,Ch‚teau EugÈnie
342,France,"The 91-acre GrÈzels vineyard surrounds a 12th-century castle. This revived historic vineyard has produced a well-structured wine that is rich, despite its modest alcohol. It is dense with tannins and black fruits that are developing into a smoother texture. The wine needs to age further, so drink from 2017.",Ch‚teau de GrÈzels Prestige,90,21,Southwest France,Cahors,Occitanie,Malbec-Merlot,Ch‚teau Saint-Didier-Parnac
343,France,"The natural richness of a Pouilly-FumÈ is revealed well here. Plenty of mineral, herbaceous flavors contrast with the ripe yellow and pear fruit flavors. It is generous and full in the mouth, still young and needing to age. Drink from 2017.",En Travertin,90,25,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Henri Bourgeois
344,France,"Full in the mouth, this rich wine is dominated by yellow fruits and ripe apricots lifted by a touch of toast. Great acidity conveys a fresh and tangy character. The wine is still developing as the full fruitiness comes forward. Drink from 2017.",Vieilles Vignes,90,55,Burgundy,Pouilly-FuissÈ,Bourgogne_Franche_Comte,Chardonnay,Louis Max
345,France,"Full of ripe fruit, opulent and concentrated, this is a fabulous and impressive wine. It has a beautiful line of acidity balanced with ripe fruits. The wood aging is subtle, just a hint of smokiness and toast. This is one of those wines, from a great white wine vintage, that will age many years. Drink from 2024.",,100,848,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Haut-Brion
346,France,"This is a rich, finely structured wine. It is highly perfumed, packed with black fruits and a dark, firm texture. At the same time, the acidity is intense and the structure tight, suggesting a wine to age. Beautifully endowed with great fruit, it will take time to develop. Drink from 2026.",,97,130,Bordeaux,Pomerol,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Vieux Ch‚teau Certan
347,France,"This is a great wine. It has all the elements in place to produce a wine that will last for years: powerful fruit, rich tannins and a structure that is built to last. This is elegant, impressive and concentrated. Almost entirely Cabernet Sauvignon, the grape gives the wine its fruit and its tannins. Drink from 2028.",,97,150,Bordeaux,Saint-Julien,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau LÈoville Las Cases
348,France,"It's easy to call this a beautiful wine‚Äîit's dense and lush, with great layers of black fruit and acidity. The first fully biodynamic vintage from this estate has certainly yielded impressive ripe fruit, with structured tannins and dark berry flavors that linger long. It has enormous potential, certainly not be ready to drink before 2027.",,97,,Bordeaux,Margaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Palmer
349,France,"This is a structured wine with its tight acidity and concentrated white and citrus fruits. Produced from a small parcel on the Chevalier estate, it is complex with its mineral texture, its touch of pepper and its fine herbal acidity. It is a wine for long-term aging. Drink from 2023.",,97,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Domaine de Chevalier
350,France,"There is a sense of pure juicy black-currant fruit that shoots through this great wine. With tannins that are firm while not a jot too much, the wine is crisp, packed with fruit and set for many years of aging. It is beautiful, fruity and intensely structured. Drink from 2027.",,97,450,Bordeaux,Margaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Margaux
351,France,"This is a very fine wine showing a new level of quality at Montrose. With its almost velvet tannins inside the intense black fruits, the wine is rich, smooth and generous. Blackberry and black-plum fruits are to the fore along with the fine acidity and great structure. A wine to age for decades, it will be ready to drink from 2027.",,97,,Bordeaux,Saint-EstËphe,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Montrose
352,France,"Dense and beautifully ripe, this is a rounded rich wine. It focuses on the tropical yellow-fruit spectrum. That gives a full wine with wood-spice hints and just the right amount of citrus acidity to give it a lift. Drink this finely structured wine from 2023.",,97,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Smith Haut Lafitte
353,France,"This grand wine is stylish and elegant. It is also powerful and dense with dark tannins and great concentration. It is a very fine wine, packed with black plum and berry fruits and balanced richness. Don't let the great fruit deceive: this is a wine for the serious long term. Drink from 2028.",,97,,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Ausone
354,France,"With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.",,97,330,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Haut-Brion
355,France,"This is a deep-colored, ripe wine, with touches of wood well embedded in the spicy, rich blackberry fruits. The wine is juicy, with dry, dusty tannins promising some aging. Drink from 2016.",,87,,Bordeaux,Bordeaux SupÈrieur,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Clos Monicord
356,France,"Black currant fruits dust the aromas of this wine. The palate shows a stalky character, with dusty tannins and a dry core. It's old school Bordeaux, tough when young and needing time. Drink from 2017.",,86,27,Bordeaux,Graves,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Arzac
357,France,"This four-variety blend shows that crisp, refreshing white wines can emerge from the Southern RhÙne. Hints of pineapple, pear and mandarin orange mark this medium-bodied white. Drink now‚Äì2016.",Camp Romain,88,16,RhÙne Valley,CÙtes du RhÙne Villages,Auvergne_Rhone_Alpes,RhÙne-style White Blend,Laudun Chusclan
358,France,"This is attractive in a bright, fruit-driven style. Bright berry fruit is tinged with apricot and cocoa on the midpalate, then finishes firm and dusty.",La Fiole,88,10,RhÙne Valley,CÙtes du RhÙne,Auvergne_Rhone_Alpes,RhÙne-style Red Blend,PËre Anselme
359,France,"This medium-bodied blend of Grenache (70%), Syrah (25%) and MourvËdre (5%) is aged in large oak vats. Leather and spice notes accent modest cherry fruit, then fold in touches of black olive and mocha on the slightly dusty finish. Drink now‚Äì2017.",HÈritages …levÈ en Foudres de Ch‡™ne,88,16,RhÙne Valley,CÙtes du RhÙne,Auvergne_Rhone_Alpes,RhÙne-style Red Blend,Ogier
360,France,"The top wine from Tendil & Lombardi, it's warm, ripe, richly textured and fruity. It has a soft character, creamy and full in the mouth. Delicate apple acidity cuts through the ripe peach fruits to give a wine that shows both charm and serious structure.",CuvÈe HymÈnÈe Brut,90,89,Champagne,Champagne,Grand_Est,Champagne Blend,Tendil & Lombardi
361,France,"The aromas hint at the wood aging of this rich wine, while the palate also brings out the rich and structured fruits. Dense and with great red berry fruitiness, it has a fine sense of smokiness, acidity and tannins that act as a solid support. It is still developing, so don't drink before 2017.",Premier Cru,90,,Burgundy,Beaune,Bourgogne_Franche_Comte,Pinot Noir,L. Tramier & Fils
362,France,"Big, ripe and juicy, this solidly based wine also has great fruitiness. Black fruits, some bitter chocolate and licorice point to ripeness and wood aging. It has a rich texture, its spiciness bringing out the plum and damson fruits. For aging over the medium-term, drink from 2017.",,90,,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Cormeil-Figeac
363,France,"It shows great depth of flavor, with delicious fresh berries, black fruits, balanced acidity and fragrance. The tannins are present, but given a great lift by the fruitiness. A wine to drink over the medium-term, from 2016.",,90,65,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Laforge
364,France,"From a small parcel in the Lamothe-Vincent vineyard, this rich, structured wine shows a strong relationship with terroir and minerality. It has power and intensity, while still preserving enough freshness. Drink from 2016.",Le Grand Rossignol du Ch‚teau Lamothe Vincent,90,25,Bordeaux,Bordeaux SupÈrieur,Nouvelle_Aquitaine,Merlot,Ch‚teau Lamothe-Vincent
365,France,"For a wine from the 2011 vintage, this ripe wine has plenty of weight. It's in the fruity, fresh spectrum but this is sustained by a young, solid and tannic core. Full of red fruits and sweet final acidity, it's for medium-term aging.",Les Hauts Jarrons Premier Cru,90,82,Burgundy,Savigny-lËs-Beaune,Bourgogne_Franche_Comte,Pinot Noir,Domaine de Bellene
366,France,"Perfumed fruits offer a ripe counterpoint to the solid tannins. Dark cherries, a touch of wood and layers of acidity come together well, leaving the chance to age further. Drink until 2020.",,90,23,Beaujolais,Morgon,Bourgogne_Franche_Comte,Gamay,Domaine de Leyre-Loup
367,France,"A ripe and fruity wine, it has great red fruits, dark cherries and soft, juicy acidity. The structured tannins add a delicious whisper behind all this fruitiness. This is a warm, rich wine, ready to drink.",,90,22,Beaujolais,Moulin-‡†-Vent,Bourgogne_Franche_Comte,Gamay,Trenel Fils
368,France,"While the wine is all tannin and structure at this stage, the weight and rich fruit promise plenty of good aging potential. Wine producers for 10 generations, the Dulon family picks specific plots. This 60% Merlot, 35% Cabernet Sauvignon and 5% Cabernet France blend has juicy black fruits that will push forward to give a full wine with a fine presence. Drink from 2017.",,91,50,Bordeaux,CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau du Vallier
369,France,"A simple wine that tastes of black currants, plum stones and throws in very dry tannins. The wood element shows with the smoky, meaty character, but mainly this is about fruit and acidity.",,86,13,Bordeaux,CÙtes de Bourg,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau de Bousquet
370,France,"There's plenty of classic Bordeaux black currant here, freshening up this fruity, fragrantly fresh wine. The tannins are a whisper under all this great fruit.",,86,11,Bordeaux,Premieres CÙtes de Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau La Grange Clinet
